categoria;marca;modelo;versao;motor;propulsao;transmissao;ar_cond;direcao;combustivel;nmog_nox_mg_km;co_mg_km;nox_g_km;red_limite;co2_fossil_g_km;co2e_fossil_g_km;co2e_vehp_g_km;etanol_cid_kml;etanol_est_kml;gas_diesel_cid_kml;gas_diesel_est_kml;eletr_ve_gas_cid_kmle;eletr_ve_gas_est_kmle;eletr_vehp_flex_cid_kmle;eletr_vehp_flex_est_kmle;consumo_mj_km;autonomia_km;class_rel_cat;class_abs_geral;selo_conpet
Extra Grande;BYD;SEAL;AWD GS 590EV;Elétrico;Elétrico;NA;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;34.9;30.5;NA;NA;0.62;372;A;A;NÃO
Extra Grande;BYD;TAN;AWD GS 700EV;Elétrico;Elétrico;NA;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;30.2;25.3;NA;NA;0.73;430;A;A;NÃO
Extra Grande;BYD;SONG PLUS;GS DM;1.5-16V;Plug-in;A-1;S;E;G;6;21;0;A;NA;16;0;NA;NA;15.0;11.2;39.5;30.2;NA;NA;0.58;63;A;A;SIM
Extra Grande;BYD;SONG PLUS;PREM DM;1.5-16V;Plug-in;A-1;S;E;G;7;17;1;A;NA;12;0;NA;NA;12.2;10.1;33.4;27.5;NA;NA;0.67;87;A;A;SIM
Extra Grande;BYD;SONG PLUS;PREM DM (MY27);1.5-16V;Plug-in;A-1;S;E;G;16;11;1;A;NA;117;12;NA;NA;12.0;10.6;31.7;25.1;NA;NA;0.72;83;A;A;SIM
Extra Grande;BYD;SONG PRO;GS DM;1.5-16V;Plug-in;A-1;S;E;G;2;14;0;A;NA;15;0;NA;NA;14.8;12.0;38.4;30.0;NA;NA;0.60;62;A;A;SIM
Extra Grande;BYD;SONG PRO;GL DM;1.5-16V;Plug-in;A-1;S;E;G;4;22;1;A;NA;24;2;NA;NA;14.7;11.0;41.1;29.8;NA;NA;0.58;49;A;A;SIM
Extra Grande;BYD;SONG PRO;GL DM FLEX;1.5-16V;Plug-in;A-1;S;E;F;11;30;2;A;0;87;15;12.1;10.7;16.0;13.9;43.9;34.1;31.3;22.4;0.53;57;A;A;SIM
Extra Grande;BYD;SONG PRO;GS DM FLEX;1.5-16V;Plug-in;A-1;S;E;F;22;24;3;A;0;88;11;11.7;10.5;15.9;13.5;41.9;29.6;30.2;24.0;0.55;72;A;A;SIM
Extra Grande;BYD;KING;GL DM;1.5-16V;Plug-in;A-1;S;E;G;4;28;0;A;NA;30;0;NA;NA;17.1;13.6;43.5;33.1;NA;NA;0.53;35;A;A;SIM
Extra Grande;BYD;KING;GS DM;1.5-16V;Plug-in;A-1;S;E;G;7;9;0;A;NA;10;0;NA;NA;16.4;12.9;45.6;37.3;NA;NA;0.49;78;A;A;SIM
Extra Grande;BYD;SEALION 7;GS 690EV;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;33.2;28.2;NA;NA;0.66;360;A;A;NÃO
Extra Grande;CAOA CHANGAN;AVATR 11;EV;Elétrico;Elétrico;A;S;E;E;0;0;0;A;NA;NA;NA;NA;NA;NA;NA;35.0;32.2;NA;NA;0.60;497;A;A;NÃO
Extra Grande;CHEVROLET;BLAZER EV;RS;Elétrico;Elétrico;Automática (A);S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;34.2;30.4;NA;NA;0.63;481;A;A;NÃO
Extra Grande;CHEVROLET;EQUINOX;ACTIV;1.5T -16V;Combustão;A-8;S;E;G;21;140;1;A;NA;140;NA;NA;NA;9.0;10.7;NA;NA;NA;NA;2.28;NA;D;D;NÃO
Extra Grande;CHEVROLET;EQUINOX;RS;1.5T -16V;Combustão;A-8;S;E;G;21;140;1;A;NA;140;NA;NA;NA;9.0;10.7;NA;NA;NA;NA;2.28;NA;D;D;NÃO
Extra Grande;CHEVROLET;EQUINOX EV;NA;Elétrico;Elétrico;Automática (A);S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;37.1;35.6;NA;NA;0.56;443;A;A;NÃO
Extra Grande;CHEVROLET;CAPTIVA EV;PR;Elétrico;Elétrico;Automática (A);S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;36.2;28.9;NA;NA;0.62;304;A;A;NÃO
Extra Grande;FORD;TERRITORY;Titanium;1.5 - 16V;Combustão;A-7;S;E;G;39;508;0;B;NA;139;NA;NA;NA;8.8;11.2;NA;NA;NA;NA;2.26;NA;D;D;NÃO
Extra Grande;GAC;AION ES;PLUS;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;47.1;42.9;NA;NA;0.45;314;A;A;NÃO
Extra Grande;GAC;HYPTEC HT;ELITE;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;43.1;33.4;NA;NA;0.53;431;A;A;NÃO
Extra Grande;GAC;HYPTEC HT;ULTRA;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;43.1;33.4;NA;NA;0.53;431;A;A;NÃO
Extra Grande;GAC;AION V;ELITE;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;40.3;34.6;NA;NA;0.54;389;A;A;NÃO
Extra Grande;GAC;AION V;PREMIUM;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;38.8;34.7;NA;NA;0.55;325;A;A;NÃO
Extra Grande;Geely;EX5;MAX;Elétrico;Elétrico;A;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;43.0;37.1;NA;NA;0.51;349;A;A;NÃO
Extra Grande;Geely;EX5;PRO;Elétrico;Elétrico;A;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;51.0;44.7;NA;NA;0.42;413;A;A;NÃO
Extra Grande;Geely;EX5 EM-i;MAX / PRO;1.5-16V;Plug-in;A;S;E;G;5;14;1;A;NA;14;14;NA;NA;14.6;13.3;39.0;34.0;NA;NA;0.55;65;A;A;SIM
Extra Grande;Geely;EX5 EM-i;ULTRA;1.5-16V;Plug-in;A;S;E;G;4;11;1;A;NA;10;10;NA;NA;14.8;13.1;37.1;31.6;NA;NA;0.59;112;A;A;SIM
Extra Grande;HONDA;ACCORD HYBRID;TOURING;2.0 - 16V;Híbrido;CVT;S;E;G;10;69;0;A;NA;78;NA;NA;NA;17.5;15.6;NA;NA;NA;NA;1.26;NA;B;B;NÃO
Extra Grande;HONDA;PRELUDE;TOP;2.0 - 16V;Híbrido;CVT;S;E;G;13;94;0;A;NA;76;NA;NA;NA;17.9;15.7;NA;NA;NA;NA;1.24;NA;B;B;NÃO
Extra Grande;HONDA;PRELUDE;SP;2.0 - 16V;Híbrido;CVT;S;E;G;13;94;0;A;NA;76;NA;NA;NA;17.9;15.7;NA;NA;NA;NA;1.24;NA;B;B;NÃO
Extra Grande;Hyundai;IONIQ 5;Platinum;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;33.6;28.1;NA;NA;0.66;374;A;A;NÃO
Extra Grande;Hyundai;IONIQ 5;Ultimate;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;33.6;28.1;NA;NA;0.66;374;A;A;NÃO
Extra Grande;Hyundai;IONIQ 5;Signature;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;33.6;28.1;NA;NA;0.66;374;A;A;NÃO
Extra Grande;JAC;e-J7;e-J7;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;44.0;37.1;NA;NA;0.50;263;A;A;NÃO
Extra Grande;JETOUR;S06 DM;ADVANCE;1.5-16V;Plug-in;A-1;S;E;G;5;40;1;A;NA;98;14;NA;NA;14.0;12.6;36.2;28.9;NA;NA;0.62;70;A;A;SIM
Extra Grande;JETOUR;S06 DM;PREMIUM;1.5-16V;Plug-in;A-1;S;E;G;5;40;1;A;NA;98;14;NA;NA;14.0;12.6;36.2;28.9;NA;NA;0.62;70;A;A;SIM
Extra Grande;KIA;EV5 2WD;AIR 2WD;ELÉTRICO;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;37.6;30.5;NA;NA;0.60;402;A;A;NÃO
Extra Grande;KIA;EV5 2WD;LAND 2WD;ELÉTRICO;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;37.6;30.5;NA;NA;0.60;402;A;A;NÃO
Extra Grande;LEXUS;NX350H;DYNAMIC;2.5 - 16V;Híbrido;CVT;S;E;G;15;44;1;A;NA;88;NA;NA;NA;15.7;13.8;NA;NA;NA;NA;1.43;NA;B;B;NÃO
Extra Grande;LEXUS;NX350H;F-SPORT;2.5 - 16V;Híbrido;CVT;S;E;G;15;44;1;A;NA;88;NA;NA;NA;15.7;13.8;NA;NA;NA;NA;1.43;NA;B;B;NÃO
Extra Grande;LEXUS;NX350H;LUXURY;2.5 - 16V;Híbrido;CVT;S;E;G;15;44;1;A;NA;88;NA;NA;NA;15.7;13.8;NA;NA;NA;NA;1.43;NA;B;B;NÃO
Extra Grande;LEXUS;NX 450H PLUG-IN;NX450H PLUG-IN;2.5 - 16V;Plug-in;CVT;S;E;G;2;4;0;A;NA;95;17;NA;NA;14.5;13.1;37.1;29.5;NA;NA;0.61;56;A;A;SIM
Extra Grande;LEXUS;RX500H;F-SPORT;2.4 - 16V;Híbrido;A-6;S;E;G;10;130;0;A;NA;124;NA;NA;NA;10.8;11.0;NA;NA;NA;NA;2.00;NA;C;C;NÃO
Extra Grande;LEXUS;RX450H PLUG-IN;I/LEXUS RX450H PLUG-IN;2.5-16V;Plug-in;CVT;S;E;G;2;3;0;A;NA;19;19;NA;NA;14.1;12.6;35.0;28.5;NA;NA;0.64;54;A;A;SIM
Extra Grande;LEXUS;RZ;500e;Elétrico;Elétrico;CVT;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;39.1;32.3;NA;NA;0.57;357;A;A;NÃO
Extra Grande;Mercedes-Benz;CLA200;AMG LINE;1.3-16V;Híbrido;DCT-7;S;E;G;33;125;3;B;NA;104;NA;NA;NA;12.0;14.0;NA;NA;NA;NA;1.68;NA;C;C;NÃO
Extra Grande;Mercedes-Benz;CLA200;PROGRESSIVE;1.3-16V;Híbrido;DCT-7;S;E;G;33;125;3;B;NA;104;NA;NA;NA;12.0;14.0;NA;NA;NA;NA;1.68;NA;C;C;NÃO
Extra Grande;Mercedes-Benz;AMG CLA35 4M;NA;2.0-16V;Híbrido;DCT-8;S;E;G;21;160;1;A;NA;146;NA;NA;NA;8.1;11.7;NA;NA;NA;NA;2.35;NA;D;D;NÃO
Extra Grande;Mercedes-Benz;AMG CLA45S 4M;NA;2.0-16V;Combustão;DCT-8;S;E;G;28;143;2;A;NA;151;NA;NA;NA;8.1;10.7;NA;NA;NA;NA;2.44;NA;D;D;NÃO
Extra Grande;Mercedes-Benz;C200;AMG LINE;1.5-16V;Híbrido;A-9;S;E;G;19;128;0;A;NA;107;NA;NA;NA;11.4;14.1;NA;NA;NA;NA;1.74;NA;C;C;NÃO
Extra Grande;Mercedes-Benz;C300;AMG LINE;2.0-16V;Híbrido;A-9;S;E;G;18;111;0;A;NA;113;NA;NA;NA;10.8;13.4;NA;NA;NA;NA;1.84;NA;C;C;NÃO
Extra Grande;Mercedes-Benz;AMG C63S EP;F1;2.0-16V;Plug-in;A-9;S;E;G;9;228;1;A;NA;142;142;NA;NA;7.2;8.1;10.7;11.9;NA;NA;1.81;9;C;C;NÃO
Extra Grande;Mercedes-Benz;AMG C63S EP;NA;2.0-16V;Plug-in;A-9;S;E;G;9;228;1;A;NA;142;142;NA;NA;7.2;8.1;10.7;11.9;NA;NA;1.81;9;C;C;NÃO
Extra Grande;Mercedes-Benz;E300;EXCLUSIVE;2.0-16V;Híbrido;A-9;S;E;G;21;111;1;A;NA;123;NA;NA;NA;9.9;12.7;NA;NA;NA;NA;1.99;NA;C;C;NÃO
Extra Grande;Mercedes-Benz;AMG S63 EP;NA;4.0-32V;Plug-in;A-9;S;E;G;10;202;0;A;NA;196;96;NA;NA;6.5;7.8;15.4;19.9;NA;NA;1.18;25;B;B;NÃO
Extra Grande;Mercedes-Benz;GLB220 4M;AMG LINE;2.0-16V;Híbrido;DCT-8;S;E;G;13;123;1;A;NA;118;NA;NA;NA;10.4;13.0;NA;NA;NA;NA;1.91;NA;C;C;NÃO
Extra Grande;Mercedes-Benz;GLB220 4M;PROGRESSIVE;2.0-16V;Híbrido;DCT-8;S;E;G;13;123;1;A;NA;118;NA;NA;NA;10.4;13.0;NA;NA;NA;NA;1.91;NA;C;C;NÃO
Extra Grande;Mercedes-Benz;AMG GLB35 4M;NA;2.0-16V;Híbrido;DCT-8;S;E;G;9;142;0;A;NA;151;NA;NA;NA;8.4;9.8;NA;NA;NA;NA;2.46;NA;D;D;NÃO
Extra Grande;Mercedes-Benz;AMG GLC43;CO;2.0-16V;Híbrido;A-9;S;E;G;23;84;0;A;NA;172;NA;NA;NA;7.3;9.1;NA;NA;NA;NA;2.79;NA;E;E;NÃO
Extra Grande;Mercedes-Benz;AMG GLC63S EP;NA;2.0-16V;Plug-in;A-9;S;E;G;12;417;1;A;NA;184;152;NA;NA;7.2;7.8;6.3;7.6;NA;NA;2.98;18;E;E;NÃO
Extra Grande;Mercedes-Benz;AMG GLE53 4M;NA;3.0-24V;Híbrido;A-9;S;E;G;16;99;2;A;NA;173;NA;NA;NA;7.3;8.9;NA;NA;NA;NA;2.81;NA;E;E;NÃO
Extra Grande;Mercedes-Benz;AMG GLE63 S CO;Coupé;4.0-32V;Híbrido;A-9;S;E;G;19;177;1;A;NA;215;NA;NA;NA;5.9;7.3;NA;NA;NA;NA;3.48;NA;E;E;NÃO
Extra Grande;Mercedes-Benz;GLS450 4M;AMG L;3.0-24V;Híbrido;A-9;S;E;G;17;103;1;A;NA;169;NA;NA;NA;7.5;9.0;NA;NA;NA;NA;2.75;NA;E;E;NÃO
Extra Grande;Mercedes-Benz;EQB250+;NA;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;40.3;36.6;NA;NA;0.53;376;A;A;NÃO
Extra Grande;Mercedes-Benz;AMG GLC43;NA;2.0-16V;Híbrido;A-9;S;E;G;17;119;1;A;NA;184;NA;NA;NA;6.8;8.7;NA;NA;NA;NA;2.98;NA;E;E;NÃO
Extra Grande;Mercedes-Benz;AMG GLC43;NA;2.0-16V;Híbrido;A-9;S;E;G;23;84;0;A;NA;172;NA;NA;NA;7.3;9.1;NA;NA;NA;NA;2.79;NA;E;E;NÃO
Extra Grande;Mercedes-Benz;E300;EXCLUSIVE;2.0-16V;Híbrido;A-9;S;E;G;29;123;1;A;NA;126;NA;NA;NA;9.7;12.3;NA;NA;NA;NA;2.05;NA;C;C;NÃO
Extra Grande;Mercedes-Benz;GLB250;EV AMGL;Elétrico;Elétrico;A-1;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;37.8;33.4;NA;NA;0.57;427;A;A;NÃO
Extra Grande;Mitsubishi;Outlander;HPE-S E;2.4-16V;Plug-in;AT;S;E;G;5;7;0;A;NA;120;21;NA;NA;11.6;10.4;27.7;25.2;NA;NA;0.77;58;A;A;SIM
Extra Grande;Mitsubishi;Outlander;SIGNATURE E;2.4-16V;Plug-in;AT;S;E;G;5;7;0;A;NA;120;21;NA;NA;11.6;10.4;27.7;25.2;NA;NA;0.77;58;A;A;SIM
Extra Grande;OMODA;7;PHEV LUXURY;1.5-16V;Plug-in;A-1;S;E;G;7;28;1;A;NA;18;0;NA;NA;14.0;11.9;33.4;28.4;NA;NA;0.66;60;A;A;SIM
Extra Grande;OMODA;7;PHEV PRESTIGE;1.5-16V;Plug-in;A-1;S;E;G;7;28;1;A;NA;18;0;NA;NA;14.0;11.9;33.4;28.4;NA;NA;0.66;60;A;A;SIM
Extra Grande;PORSCHE;MACAN;S;2.9-24V;Combustão;DCT-7;S;E;G;39;85;2;A;NA;182;NA;NA;NA;7.0;8.4;NA;NA;NA;NA;2.96;NA;E;E;NÃO
Extra Grande;PORSCHE;MACAN;E4;Elétrico;Elétrico;NA;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;36.5;31.0;NA;NA;0.60;443;A;A;NÃO
Extra Grande;PORSCHE;MACAN;ETURBO;Elétrico;Elétrico;NA;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;36.1;30.3;NA;NA;0.61;435;A;A;NÃO
Extra Grande;PORSCHE;MACAN;E4S;Elétrico;Elétrico;NA;S;E;E;0;0;0;A;NA;0;NA;NA;NA;NA;NA;36.2;30.4;NA;NA;0.61;438;A;A;NÃO
Extra Grande;PORSCHE;MACAN;GTS (MY 2026);2.9-24V;Combustão;DCT-7;S;E;G;33;154;1;A;NA;182;NA;NA;NA;7.0;8.4;NA;NA;NA;NA;2.94;NA;E;E;NÃO
Extra Grande;PORSCHE;MACAN;NA;2.0-16V;Combustão;DCT-7;S;E;G;22;290;0;A;NA;175;NA;NA;NA;7.3;8.5;NA;NA;NA;NA;2.84;NA;E;E;NÃO
Extra Grande;PORSCHE;MACAN;T;2.0-16V;Combustão;DCT-7;S;E;G;22;290;0;A;NA;175;NA;NA;NA;7.3;8.5;NA;NA;NA;NA;2.84;NA;E;E;NÃO
Extra Grande;PORSCHE;MACAN;EGTS;Elétrico;Elétrico;NA;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;36.1;30.6;NA;NA;0.61;441;A;A;NÃO
Extra Grande;PORSCHE;CAYENNE;E;Elétrico;Elétrico;NA;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;35.0;29.5;NA;NA;0.63;493;A;A;NÃO
Extra Grande;PORSCHE;CAYENNE;E OF;Elétrico;Elétrico;NA;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;35.0;29.5;NA;NA;0.63;493;A;A;NÃO
Extra Grande;PORSCHE;CAYENNE;E C;Elétrico;Elétrico;NA;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;35.0;29.5;NA;NA;0.63;493;A;A;NÃO
Extra Grande;PORSCHE;CAYENNE;E CO;Elétrico;Elétrico;NA;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;35.0;29.5;NA;NA;0.63;493;A;A;NÃO
Extra Grande;RENAULT;KOLEOS;E-TECH;1.5T 16V;Híbrido;A-4;S;E;G;14;80;0;A;NA;105;NA;NA;NA;13.1;12.1;NA;NA;NA;NA;1.70;NA;C;C;NÃO
Extra Grande;TOYOTA;RAV4;SX CONNECT;2.5-16V;Híbrido;CVT;S;E;G;17;64;1;A;NA;89;NA;NA;NA;15.3;14.1;NA;NA;NA;NA;1.43;NA;B;B;NÃO
Extra Grande;TOYOTA;RAV4;S CONNECT;2.5-16V;Híbrido;CVT;S;E;G;17;64;1;A;NA;89;NA;NA;NA;15.3;14.1;NA;NA;NA;NA;1.43;NA;B;B;NÃO
Extra Grande;TOYOTA;RAV4;SX HYBRID;2.5-16V;Combustão;CVT;S;E;G;9;41;0;A;NA;88;NA;NA;NA;16.1;13.5;NA;NA;NA;NA;1.42;NA;B;B;NÃO
Extra Grande;VOLVO;ES90;TWIN PE ULT;Elétrico;Elétrico;A-1;S;E;E;NA;0;0;A;NA;0;NA;NA;NA;NA;NA;38.9;34.3;NA;NA;0.55;524;A;A;NÃO
Extra Grande;TOYOTA;RAV4;S HYBRID;2.5-16V;Combustão;CVT;S;E;G;9;41;0;A;NA;88;NA;NA;NA;16.1;13.5;NA;NA;NA;NA;1.42;NA;B;B;NÃO
Extra Grande;VW;JETTA;GLI;2.0-16V;Combustão;DCT - 7;S;E;G;9;150;0;A;NA;118;NA;NA;NA;10.3;13.4;NA;NA;NA;NA;1.90;NA;C;C;NÃO
Extra Grande;ZEEKR;1;Flagship;Elétrico;Elétrico;A;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;34.1;30.1;NA;NA;0.63;426;A;A;NÃO
Extra Grande;ZEEKR;1;Premium;Elétrico;Elétrico;A;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;34.1;30.1;NA;NA;0.63;426;A;A;NÃO
Extra Grande;ZEEKR;7X;Flagship AWD;Elétrico;Elétrico;A;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;34.5;29.0;NA;NA;0.64;423;A;A;NÃO
Extra Grande;ZEEKR;7X;Premium RWD;Elétrico;Elétrico;A;S;E;E;NA;NA;NA;A;NA;NA;NA;NA;NA;NA;NA;39.5;34.0;NA;NA;0.55;491;A;A;NÃO
Utilitário Esportivo Compacto;CAOA CHERY;TIGGO 5X;PRO HA;1.5T -16V;Híbrido;CVT;S;E;F;30;166;1;A;0;115;NA;8.1;8.5;11.4;11.8;NA;NA;NA;NA;1.85;NA;C;C;NÃO
Utilitário Esportivo Compacto;CAOA CHERY;TIGGO 5X;PRO;1.5T -16V;Combustão;CVT;S;E;F;37;124;4;B;0;126;NA;6.6;8.0;10.0;11.7;NA;NA;NA;NA;2.08;NA;E;D;NÃO
Utilitário Esportivo Compacto;CAOA CHERY;TIGGO 5X;SPORT;1.5T -16V;Combustão;CVT;S;E;F;37;124;4;B;0;126;NA;6.6;8.0;10.0;11.7;NA;NA;NA;NA;2.08;NA;E;D;NÃO
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;LT;1.0T - 12V;Combustão;A-6;S;E;F;19;168;3;A;0;108;NA;8.1;9.9;11.5;13.8;NA;NA;NA;NA;1.72;NA;B;C;NÃO
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;LTZ;1.0T - 12V;Combustão;A-6;S;E;F;19;168;3;A;0;108;NA;8.1;9.9;11.5;13.8;NA;NA;NA;NA;1.72;NA;B;C;NÃO
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;AT;1.0T - 12V;Combustão;A-6;S;E;F;19;168;3;A;0;108;NA;8.1;9.9;11.5;13.8;NA;NA;NA;NA;1.72;NA;B;C;NÃO
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;LT;1.0T - 12V;Combustão;A-6;S;E;F;19;168;3;A;0;108;NA;8.1;9.9;11.5;13.8;NA;NA;NA;NA;1.72;NA;B;C;NÃO
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;LTZ;1.0T - 12V;Combustão;A-6;S;E;F;19;168;3;A;0;108;NA;8.1;9.9;11.5;13.8;NA;NA;NA;NA;1.72;NA;B;C;NÃO
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;RS;1.2T - 12V;Combustão;A-6;S;E;F;18;139;2;A;0;111;NA;7.6;9.7;11.0;13.7;NA;NA;NA;NA;1.80;NA;C;C;NÃO
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;PREMIER;1.2T - 12V;Combustão;A-6;S;E;F;18;139;2;A;0;111;NA;7.6;9.7;11.0;13.7;NA;NA;NA;NA;1.80;NA;C;C;NÃO
Utilitário Esportivo Compacto;CHEVROLET;TRACKER;PREMIER;1.2T - 12V;Combustão;A-6;S;E;F;18;139;2;A;0;111;NA;7.6;9.7;11.0;13.7;NA;NA;NA;NA;1.80;NA;C;C;NÃO
Utilitário Esportivo Compacto;CHEVROLET;SONIC;10T AT PR;1.0T - 12V;Combustão;A-6;S;E;F;25;196;3;A;0;101;NA;8.4;10.4;12.1;14.8;NA;NA;NA;NA;1.63;NA;A;C;NÃO
Utilitário Esportivo Compacto;CHEVROLET;SONIC;10T AT RS;1.0T - 12V;Combustão;A-6;S;E;F;25;196;3;A;0;101;NA;8.4;10.4;12.1;14.8;NA;NA;NA;NA;1.63;NA;A;C;NÃO
Utilitário Esportivo Compacto;CITROEN;BASALT;FEEL 1.0;1.0-6V;Combustão;M-5;S;E;F;39;437;5;C;0;97;NA;9.2;10.1;13.2;14.3;NA;NA;NA;NA;1.56;NA;A;C;NÃO
Utilitário Esportivo Compacto;CITROEN;BASALT;LIVE 1.0;1.0-6V;Combustão;M-5;S;E;F;39;437;5;C;0;97;NA;9.2;10.1;13.2;14.3;NA;NA;NA;NA;1.56;NA;A;C;NÃO
Utilitário Esportivo Compacto;CITROEN;BASALT;SHINE T200;1.0T-12V;Combustão;CVT-7;S;E;F;39;403;6;B;0;104;NA;8.4;9.6;12.1;13.7;NA;NA;NA;NA;1.69;NA;B;C;NÃO
Utilitário Esportivo Compacto;CITROEN;BASALT;FL PKT200;1.0T-12V;Combustão;CVT-7;S;E;F;39;403;6;B;0;104;NA;8.4;9.6;12.1;13.7;NA;NA;NA;NA;1.69;NA;B;C;NÃO
Utilitário Esportivo Compacto;CITROEN;BASALT;T200 DARK;1.0T-12V;Combustão;CVT-7;S;E;F;39;403;6;B;0;104;NA;8.4;9.6;12.1;13.7;NA;NA;NA;NA;1.69;NA;B;C;NÃO
Utilitário Esportivo Compacto;CITROEN;C3;FEEL 1.0;1.0-6V;Combustão;M-5;S;E;F;39;441;3;B;0;96;NA;9.3;10.3;13.2;14.5;NA;NA;NA;NA;1.54;NA;A;C;NÃO
Utilitário Esportivo Compacto;CITROEN;C3;FEEL PLUS 1.0;1.0-6V;Combustão;M-5;S;E;F;34;457;3;B;0;94;NA;9.5;10.4;13.4;14.6;NA;NA;NA;NA;1.51;NA;A;B;SIM
Utilitário Esportivo Compacto;CITROEN;C3;LIVE 1.0;1.0-6V;Combustão;M-5;S;E;F;39;441;3;B;0;96;NA;9.3;10.3;13.2;14.5;NA;NA;NA;NA;1.54;NA;A;C;NÃO
Utilitário Esportivo Compacto;CITROEN;C3;LIVE GO 1.0;1.0-6V;Combustão;M-5;S;E;F;34;457;3;B;0;94;NA;9.5;10.4;13.4;14.6;NA;NA;NA;NA;1.51;NA;A;B;SIM
Utilitário Esportivo Compacto;CITROEN;C3;LIVE PK 1.0;1.0-6V;Combustão;M-5;S;E;F;39;441;3;B;0;96;NA;9.3;10.3;13.2;14.5;NA;NA;NA;NA;1.54;NA;A;C;NÃO
Utilitário Esportivo Compacto;CITROEN;C3;LIVE PLUS 1.0;1.0-6V;Combustão;M-5;S;E;F;34;457;3;B;0;94;NA;9.5;10.4;13.4;14.6;NA;NA;NA;NA;1.51;NA;A;B;SIM
Utilitário Esportivo Compacto;CITROEN;C3;XTR 1.0;1.0-6V;Combustão;M-5;S;E;F;37;372;3;B;0;97;NA;9.5;10.3;13.0;14.2;NA;NA;NA;NA;1.55;NA;A;C;NÃO
Utilitário Esportivo Compacto;CITROEN;C3;YOU 1.0T CVT;1.0T-12V;Combustão;CVT-7;S;E;F;40;552;6;C;0;110;NA;8.1;8.9;11.5;12.9;NA;NA;NA;NA;1.78;NA;C;C;NÃO
Utilitário Esportivo Compacto;CITROEN;AIRCROSS;XTR 7;1.0T-12V;Combustão;CVT-7;S;E;F;36;354;4;B;0;114;NA;7.6;8.9;11.0;12.6;NA;NA;NA;NA;1.86;NA;C;C;NÃO
Utilitário Esportivo Compacto;CITROEN;AIRCROSS;XTR;1.0T-12V;Combustão;CVT-7;S;E;F;36;354;4;B;0;114;NA;7.6;8.9;11.0;12.6;NA;NA;NA;NA;1.86;NA;C;C;NÃO
Utilitário Esportivo Compacto;CITROEN;AIRCROSS;FL;1.0T-12V;Combustão;CVT-7;S;E;F;35;423;2;B;0;111;NA;7.9;9.1;11.2;13.0;NA;NA;NA;NA;1.80;NA;C;C;NÃO
